"1",0,"_TheSpecialOne_",2009-04-06 22:19:45,2009-04-07,"01:19:45","Monday","@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
"2",0,"scotthamilton",2009-04-06 22:19:49,2009-04-07,"01:19:49","Monday","is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!"
"3",0,"mattycus",2009-04-06 22:19:53,2009-04-07,"01:19:53","Monday","@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds"
"4",0,"ElleCTF",2009-04-06 22:19:57,2009-04-07,"01:19:57","Monday","my whole body feels itchy and like its on fire "
"5",0,"Karoli",2009-04-06 22:19:57,2009-04-07,"01:19:57","Monday","@nationwideclass no, it's not behaving at all. i'm mad. why am i here? because I can't see you all over there. "
"6",0,"joy_wolf",2009-04-06 22:20:00,2009-04-07,"01:20:00","Monday","@Kwesidei not the whole crew "
"7",0,"mybirch",2009-04-06 22:20:03,2009-04-07,"01:20:03","Monday","Need a hug "
"8",0,"coZZ",2009-04-06 22:20:03,2009-04-07,"01:20:03","Monday","@LOLTrish hey  long time no see! Yes.. Rains a bit ,only a bit  LOL , I'm fine thanks , how's you ?"
"9",0,"2Hood4Hollywood",2009-04-06 22:20:05,2009-04-07,"01:20:05","Monday","@Tatiana_K nope they didn't have it "
"10",0,"mimismo",2009-04-06 22:20:09,2009-04-07,"01:20:09","Monday","@twittera que me muera ? "
"11",0,"erinx3leannexo",2009-04-06 22:20:16,2009-04-07,"01:20:16","Monday","spring break in plain city... it's snowing "
"12",0,"pardonlauren",2009-04-06 22:20:17,2009-04-07,"01:20:17","Monday","I just re-pierced my ears "
"13",0,"TLeC",2009-04-06 22:20:19,2009-04-07,"01:20:19","Monday","@caregiving I couldn't bear to watch it.  And I thought the UA loss was embarrassing . . . . ."
"14",0,"robrobbierobert",2009-04-06 22:20:19,2009-04-07,"01:20:19","Monday","@octolinz16 It it counts, idk why I did either. you never talk to me anymore "
"15",0,"bayofwolves",2009-04-06 22:20:20,2009-04-07,"01:20:20","Monday","@smarrison i would've been the first, but i didn't have a gun.    not really though, zac snyder's just a doucheclown."
"16",0,"HairByJess",2009-04-06 22:20:20,2009-04-07,"01:20:20","Monday","@iamjazzyfizzle I wish I got to watch it with you!! I miss you and @iamlilnicki  how was the premiere?!"
"17",0,"lovesongwriter",2009-04-06 22:20:22,2009-04-07,"01:20:22","Monday","Hollis' death scene will hurt me severely to watch on film  wry is directors cut not out now?"
"18",0,"armotley",2009-04-06 22:20:25,2009-04-07,"01:20:25","Monday","about to file taxes "
"19",0,"starkissed",2009-04-06 22:20:31,2009-04-07,"01:20:31","Monday","@LettyA ahh ive always wanted to see rent  love the soundtrack!!"
"20",0,"gi_gi_bee",2009-04-06 22:20:34,2009-04-07,"01:20:34","Monday","@FakerPattyPattz Oh dear. Were you drinking out of the forgotten table drinks? "
"21",0,"quanvu",2009-04-06 22:20:37,2009-04-07,"01:20:37","Monday","@alydesigns i was out most of the day so didn't get much done "
"22",0,"swinspeedx",2009-04-06 22:20:38,2009-04-07,"01:20:38","Monday","one of my friend called me, and asked to meet with her at Mid Valley today...but i've no time *sigh* "
"23",0,"cooliodoc",2009-04-06 22:20:40,2009-04-07,"01:20:40","Monday","@angry_barista I baked you a cake but I ated it "
"24",0,"viJILLante",2009-04-06 22:20:40,2009-04-07,"01:20:40","Monday","this week is not going as i had hoped "
"25",0,"Ljelli3166",2009-04-06 22:20:41,2009-04-07,"01:20:41","Monday","blagh class at 8 tomorrow "
